d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A026-014,A025-A026-012,A025-A026-011,A025-009,A025-002,A026-A009-001,A026-A009-002,A026-A009-005,A025-A026-027,A026-A089-001,A026-A089-002,A025-A026-006,A026-A009-006,A025-A026-010,A026-A001-003,A026-A001-001,A026-A001-002,A026-A001-004
0001-20090406-84-18-1-497,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090406-84-18-1-497,3,,,,,,,,,,111,現金,account,credit,70000,ISO4217:JPY,2009-04-06,proposed,切手代,,,,
0001-20090406-84-18-1-497,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-102-35-1-531,,,0001-20090407-102-35-1-531,entries,35-531,2008-08-19,manual,gj,General,102,,,,,,,,,,,,,
0001-20090407-102-35-1-531,1,,,,,,,,,,733,交際接待費,account,debit,1000,ISO4217:JPY,2009-04-07,proposed,手土産代　阿部商店,,,,
0001-20090407-102-35-1-531,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090407-102-35-1-531,2,,,,,,,,,,191,仮払消費税等,account,debit,50,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-102-35-1-531,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090407-102-35-1-531,3,,,,,,,,,,111,現金,account,credit,1050,ISO4217:JPY,2009-04-07,proposed,手土産代　阿部商店,,,,
0001-20090407-102-35-1-531,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-20-27-1-515,,,0001-20090407-20-27-1-515,entries,27-515,2008-08-19,manual,gj,General,20,,,,,,,,,,,,,
0001-20090407-20-27-1-515,1,,,,,,,,,,726,旅費交通費,account,debit,37143,ISO4217:JPY,2009-04-07,proposed,旅費,,,,
0001-20090407-20-27-1-515,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090407-20-27-1-515,2,,,,,,,,,,191,仮払消費税等,account,debit,1857,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-20-27-1-515,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090407-20-27-1-515,3,,,,,,,,,,111,現金,account,credit,39000,ISO4217:JPY,2009-04-07,proposed,旅費,,,,
0001-20090407-20-27-1-515,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-21-28-1-517,,,0001-20090407-21-28-1-517,entries,28-517,2008-08-19,manual,gj,General,21,,,,,,,,,,,,,
0001-20090407-21-28-1-517,1,,,,,,,,,,726,旅費交通費,account,debit,66191,ISO4217:JPY,2009-04-07,proposed,JR代,,,,
0001-20090407-21-28-1-517,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090407-21-28-1-517,2,,,,,,,,,,191,仮払消費税等,account,debit,3309,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-21-28-1-517,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090407-21-28-1-517,3,,,,,,,,,,111,現金,account,credit,69500,ISO4217:JPY,2009-04-07,proposed,JR代,,,,
0001-20090407-21-28-1-517,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-22-29-1-519,,,0001-20090407-22-29-1-519,entries,29-519,2008-08-19,manual,gj,General,22,,,,,,,,,,,,,
0001-20090407-22-29-1-519,1,,,,,,,,,,726,旅費交通費,account,debit,47620,ISO4217:JPY,2009-04-07,proposed,旅費,,,,
0001-20090407-22-29-1-519,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090407-22-29-1-519,2,,,,,,,,,,191,仮払消費税等,account,debit,2380,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-22-29-1-519,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090407-22-29-1-519,3,,,,,,,,,,111,現金,account,credit,50000,ISO4217:JPY,2009-04-07,proposed,旅費,,,,
0001-20090407-22-29-1-519,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-43-30-1-521,,,0001-20090407-43-30-1-521,entries,30-521,2008-08-19,manual,gj,General,43,,,,,,,,,,,,,
0001-20090407-43-30-1-521,1,,,,,,,,,,733,交際接待費,account,debit,6315,ISO4217:JPY,2009-04-07,proposed,手土産代　阿部商事,,,,
0001-20090407-43-30-1-521,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-43-30-1-521,2,,,,,,,,,,191,仮払消費税等,account,debit,315,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-43-30-1-521,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-43-30-1-521,3,,,,,,,,,,111,現金,account,credit,6630,ISO4217:JPY,2009-04-07,proposed,手土産代　阿部商事,,,,
0001-20090407-43-30-1-521,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-56-31-1-523,,,0001-20090407-56-31-1-523,entries,31-523,2008-08-19,manual,gj,General,56,,,,,,,,,,,,,
0001-20090407-56-31-1-523,1,,,,,,,,,,726,旅費交通費,account,debit,20477,ISO4217:JPY,2009-04-07,proposed,旅費,,,,
0001-20090407-56-31-1-523,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-56-31-1-523,2,,,,,,,,,,191,仮払消費税等,account,debit,1023,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-56-31-1-523,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-56-31-1-523,3,,,,,,,,,,111,現金,account,credit,21500,ISO4217:JPY,2009-04-07,proposed,旅費,,,,
0001-20090407-56-31-1-523,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-57-32-1-525,,,0001-20090407-57-32-1-525,entries,32-525,2008-08-19,manual,gj,General,57,,,,,,,,,,,,,
0001-20090407-57-32-1-525,1,,,,,,,,,,726,旅費交通費,account,debit,93143,ISO4217:JPY,2009-04-07,proposed,JR代,,,,
0001-20090407-57-32-1-525,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-57-32-1-525,2,,,,,,,,,,191,仮払消費税等,account,debit,4657,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-57-32-1-525,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-57-32-1-525,3,,,,,,,,,,111,現金,account,credit,97800,ISO4217:JPY,2009-04-07,proposed,JR代,,,,
0001-20090407-57-32-1-525,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-58-33-1-527,,,0001-20090407-58-33-1-527,entries,33-527,2008-08-19,manual,gj,General,58,,,,,,,,,,,,,
0001-20090407-58-33-1-527,1,,,,,,,,,,726,旅費交通費,account,debit,66667,ISO4217:JPY,2009-04-07,proposed,旅費,,,,
0001-20090407-58-33-1-527,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-58-33-1-527,2,,,,,,,,,,191,仮払消費税等,account,debit,3333,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-58-33-1-527,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-58-33-1-527,3,,,,,,,,,,111,現金,account,credit,70000,ISO4217:JPY,2009-04-07,proposed,旅費,,,,
0001-20090407-58-33-1-527,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-69-34-1-529,,,0001-20090407-69-34-1-529,entries,34-529,2008-08-19,manual,gj,General,69,,,,,,,,,,,,,
0001-20090407-69-34-1-529,1,,,,,,,,,,791,雑費,account,debit,1332,ISO4217:JPY,2009-04-07,proposed,お茶代,,,,
0001-20090407-69-34-1-529,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-69-34-1-529,2,,,,,,,,,,191,仮払消費税等,account,debit,66,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-69-34-1-529,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-69-34-1-529,3,,,,,,,,,,111,現金,account,credit,4378,ISO4217:JPY,2009-04-07,proposed,お茶代,,,,
0001-20090407-69-34-1-529,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090407-69-34-1-529,4,,,,,,,,,,791,雑費,account,debit,2839,ISO4217:JPY,2009-04-07,proposed,コーヒー代,,,,
0001-20090407-69-34-1-529,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090407-69-34-1-529,5,,,,,,,,,,191,仮払消費税等,account,debit,141,ISO4217:JPY,2009-04-07,tax,,,,,
0001-20090407-69-34-1-529,5,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090408-143-37-1-535,,,0001-20090408-143-37-1-535,entries,37-535,2008-08-19,manual,gj,General,143,,,,,,,,,,,,,
0001-20090408-143-37-1-535,1,,,,,,,,,,740,車両費,account,debit,6796,ISO4217:JPY,2009-04-08,proposed,ガソリン代,,,,
0001-20090408-143-37-1-535,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090408-143-37-1-535,2,,,,,,,,,,191,仮払消費税等,account,debit,339,ISO4217:JPY,2009-04-08,tax,,,,,
0001-20090408-143-37-1-535,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090408-143-37-1-535,3,,,,,,,,,,111,現金,account,credit,7135,ISO4217:JPY,2009-04-08,proposed,ガソリン代,,,,
0001-20090408-143-37-1-535,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090408-50-36-1-533,,,0001-20090408-50-36-1-533,entries,36-533,2008-08-19,manual,gj,General,50,,,,,,,,,,,,,
0001-20090408-50-36-1-533,1,,,,,,,,,,740,車両費,account,debit,1143,ISO4217:JPY,2009-04-08,proposed,高速代,,,,
0001-20090408-50-36-1-533,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090408-50-36-1-533,2,,,,,,,,,,191,仮払消費税等,account,debit,57,ISO4217:JPY,2009-04-08,tax,,,,,
0001-20090408-50-36-1-533,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090408-50-36-1-533,3,,,,,,,,,,111,現金,account,credit,1200,ISO4217:JPY,2009-04-08,proposed,高速代,,,,
0001-20090408-50-36-1-533,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-112-40-1-541,,,0001-20090410-112-40-1-541,entries,40-541,2008-08-19,manual,gj,General,112,,,,,,,,,,,,,
0001-20090410-112-40-1-541,1,,,,,,,,,,727,通信費,account,debit,235063,ISO4217:JPY,2009-04-10,proposed,電話代,,,,
0001-20090410-112-40-1-541,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090410-112-40-1-541,2,,,,,,,,,,191,仮払消費税等,account,debit,11753,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-112-40-1-541,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090410-112-40-1-541,3,,,,,,,,,,131,普通預金,account,credit,246816,ISO4217:JPY,2009-04-10,proposed,電話代,,,,
0001-20090410-112-40-1-541,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-112-40-1-541,3,2,,,,,,,,,,,,,,,,,,account sub,40,三菱東京　梅田,補助科目
0001-20090410-129-41-1-543,,,0001-20090410-129-41-1-543,entries,41-543,2008-08-19,manual,gj,General,129,,,,,,,,,,,,,
0001-20090410-129-41-1-543,1,,,,,,,,,,747,地代家賃,account,debit,380000,ISO4217:JPY,2009-04-10,proposed,家賃支払い,,,,
0001-20090410-129-41-1-543,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090410-129-41-1-543,2,,,,,,,,,,191,仮払消費税等,account,debit,19000,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-129-41-1-543,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090410-129-41-1-543,3,,,,,,,,,,131,普通預金,account,credit,399000,ISO4217:JPY,2009-04-10,proposed,家賃支払い,,,,
0001-20090410-129-41-1-543,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-129-41-1-543,3,2,,,,,,,,,,,,,,,,,,account sub,30,三井　名古屋,補助科目
0001-20090410-149-42-1-545,,,0001-20090410-149-42-1-545,entries,42-545,2008-08-19,manual,gj,General,149,,,,,,,,,,,,,
0001-20090410-149-42-1-545,1,,,,,,,,,,733,交際接待費,account,debit,5486,ISO4217:JPY,2009-04-10,proposed,食事代　うどん亭4名,,,,
0001-20090410-149-42-1-545,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090410-149-42-1-545,2,,,,,,,,,,191,仮払消費税等,account,debit,274,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-149-42-1-545,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090410-149-42-1-545,3,,,,,,,,,,111,現金,account,credit,5760,ISO4217:JPY,2009-04-10,proposed,食事代　うどん亭4名,,,,
0001-20090410-149-42-1-545,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-157-43-1-547,,,0001-20090410-157-43-1-547,entries,43-547,2008-08-19,manual,gj,General,157,,,,,,,,,,,,,
0001-20090410-157-43-1-547,1,,,,,,,,,,726,旅費交通費,account,debit,21143,ISO4217:JPY,2009-04-10,proposed,航空券代,,,,
0001-20090410-157-43-1-547,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-157-43-1-547,2,,,,,,,,,,191,仮払消費税等,account,debit,1057,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-157-43-1-547,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-157-43-1-547,3,,,,,,,,,,131,普通預金,account,credit,22200,ISO4217:JPY,2009-04-10,proposed,航空券代,,,,
0001-20090410-157-43-1-547,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-157-43-1-547,3,2,,,,,,,,,,,,,,,,,,account sub,50,福岡　北九州,補助科目
0001-20090410-162-44-1-549,,,0001-20090410-162-44-1-549,entries,44-549,2008-08-19,manual,gj,General,162,,,,,,,,,,,,,
0001-20090410-162-44-1-549,1,,,,,,,,,,734,会議費,account,debit,23805,ISO4217:JPY,2009-04-10,proposed,会議　食事代,,,,
0001-20090410-162-44-1-549,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090410-162-44-1-549,2,,,,,,,,,,191,仮払消費税等,account,debit,1190,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-162-44-1-549,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090410-162-44-1-549,3,,,,,,,,,,111,現金,account,credit,24995,ISO4217:JPY,2009-04-10,proposed,会議　食事代,,,,
0001-20090410-162-44-1-549,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-167-45-1-551,,,0001-20090410-167-45-1-551,entries,45-551,2008-08-19,manual,gj,General,167,,,,,,,,,,,,,
0001-20090410-167-45-1-551,1,,,,,,,,,,747,地代家賃,account,debit,600000,ISO4217:JPY,2009-04-10,proposed,家賃支払い,,,,
0001-20090410-167-45-1-551,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-167-45-1-551,2,,,,,,,,,,191,仮払消費税等,account,debit,30000,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-167-45-1-551,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-167-45-1-551,3,,,,,,,,,,131,普通預金,account,credit,630000,ISO4217:JPY,2009-04-10,proposed,家賃支払い,,,,
0001-20090410-167-45-1-551,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-167-45-1-551,3,2,,,,,,,,,,,,,,,,,,account sub,50,福岡　北九州,補助科目
0001-20090410-167-45-1-551,4,,,,,,,,,,727,通信費,account,debit,158107,ISO4217:JPY,2009-04-10,proposed,電話代,,,,
0001-20090410-167-45-1-551,4,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-167-45-1-551,5,,,,,,,,,,191,仮払消費税等,account,debit,7905,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-167-45-1-551,5,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-167-45-1-551,6,,,,,,,,,,131,普通預金,account,credit,166012,ISO4217:JPY,2009-04-10,proposed,電話代,,,,
0001-20090410-167-45-1-551,6,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-167-45-1-551,6,2,,,,,,,,,,,,,,,,,,account sub,50,福岡　北九州,補助科目
0001-20090410-168-46-1-553,,,0001-20090410-168-46-1-553,entries,46-553,2008-08-19,manual,gj,General,168,,,,,,,,,,,,,
0001-20090410-168-46-1-553,1,,,,,,,,,,791,雑費,account,debit,6000,ISO4217:JPY,2009-04-10,proposed,有線,,,,
0001-20090410-168-46-1-553,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-168-46-1-553,2,,,,,,,,,,191,仮払消費税等,account,debit,300,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-168-46-1-553,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-168-46-1-553,3,,,,,,,,,,322,未払金,account,credit,51300,ISO4217:JPY,2009-04-10,proposed,有線,,,,
0001-20090410-168-46-1-553,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-168-46-1-553,4,,,,,,,,,,791,雑費,account,debit,42858,ISO4217:JPY,2009-04-10,proposed,警備料,,,,
0001-20090410-168-46-1-553,4,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-168-46-1-553,5,,,,,,,,,,191,仮払消費税等,account,debit,2142,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-168-46-1-553,5,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090410-231-47-1-555,,,0001-20090410-231-47-1-555,entries,47-555,2008-08-19,manual,gj,General,231,,,,,,,,,,,,,
0001-20090410-231-47-1-555,1,,,,,,,,,,326,預り金,account,debit,224870,ISO4217:JPY,2009-04-10,proposed,源泉税支払,,,,
0001-20090410-231-47-1-555,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-231-47-1-555,1,2,,,,,,,,,,,,,,,,,,account sub,3,源泉税,補助科目
0001-20090410-231-47-1-555,2,,,,,,,,,,131,普通預金,account,credit,692570,ISO4217:JPY,2009-04-10,proposed,源泉税支払,,,,
0001-20090410-231-47-1-555,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-231-47-1-555,2,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090410-231-47-1-555,3,,,,,,,,,,326,預り金,account,debit,467700,ISO4217:JPY,2009-04-10,proposed,住民税支払,,,,
0001-20090410-231-47-1-555,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-231-47-1-555,3,2,,,,,,,,,,,,,,,,,,account sub,2,住民税,補助科目
0001-20090410-232-48-1-557,,,0001-20090410-232-48-1-557,entries,48-557,2008-08-19,manual,gj,General,232,,,,,,,,,,,,,
0001-20090410-232-48-1-557,1,,,,,,,,,,747,地代家賃,account,debit,1200000,ISO4217:JPY,2009-04-10,proposed,家賃支払,,,,
0001-20090410-232-48-1-557,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090410-232-48-1-557,2,,,,,,,,,,191,仮払消費税等,account,debit,60000,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-232-48-1-557,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090410-232-48-1-557,3,,,,,,,,,,131,普通預金,account,credit,1260000,ISO4217:JPY,2009-04-10,proposed,家賃支払,,,,
0001-20090410-232-48-1-557,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-232-48-1-557,3,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090410-233-49-1-559,,,0001-20090410-233-49-1-559,entries,49-559,2008-08-19,manual,gj,General,233,,,,,,,,,,,,,
0001-20090410-233-49-1-559,1,,,,,,,,,,747,地代家賃,account,debit,800000,ISO4217:JPY,2009-04-10,proposed,家賃支払,,,,
0001-20090410-233-49-1-559,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090410-233-49-1-559,2,,,,,,,,,,191,仮払消費税等,account,debit,40000,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-233-49-1-559,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090410-233-49-1-559,3,,,,,,,,,,131,普通預金,account,credit,840000,ISO4217:JPY,2009-04-10,proposed,家賃支払,,,,
0001-20090410-233-49-1-559,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-233-49-1-559,3,2,,,,,,,,,,,,,,,,,,account sub,40,三菱東京　梅田,補助科目
0001-20090410-234-50-1-561,,,0001-20090410-234-50-1-561,entries,50-561,2008-08-19,manual,gj,General,234,,,,,,,,,,,,,
0001-20090410-234-50-1-561,1,,,,,,,,,,791,雑費,account,debit,5000,ISO4217:JPY,2009-04-10,proposed,有線,,,,
0001-20090410-234-50-1-561,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090410-234-50-1-561,2,,,,,,,,,,191,仮払消費税等,account,debit,250,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-234-50-1-561,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090410-234-50-1-561,3,,,,,,,,,,322,未払金,account,credit,41250,ISO4217:JPY,2009-04-10,proposed,有線,,,,
0001-20090410-234-50-1-561,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-234-50-1-561,4,,,,,,,,,,791,雑費,account,debit,34286,ISO4217:JPY,2009-04-10,proposed,警備料,,,,
0001-20090410-234-50-1-561,4,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090410-234-50-1-561,5,,,,,,,,,,191,仮払消費税等,account,debit,1714,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-234-50-1-561,5,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090410-248-51-1-563,,,0001-20090410-248-51-1-563,entries,51-563,2008-08-19,manual,gj,General,248,,,,,,,,,,,,,
0001-20090410-248-51-1-563,1,,,,,,,,,,726,旅費交通費,account,debit,9953,ISO4217:JPY,2009-04-10,proposed,旅費,,,,
0001-20090410-248-51-1-563,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090410-248-51-1-563,2,,,,,,,,,,191,仮払消費税等,account,debit,497,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-248-51-1-563,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090410-248-51-1-563,3,,,,,,,,,,111,現金,account,credit,10450,ISO4217:JPY,2009-04-10,proposed,旅費,,,,
0001-20090410-248-51-1-563,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-257-52-1-565,,,0001-20090410-257-52-1-565,entries,52-565,2008-08-19,manual,gj,General,257,,,,,,,,,,,,,
0001-20090410-257-52-1-565,1,,,,,,,,,,131,普通預金,account,debit,1428451,ISO4217:JPY,2009-04-10,proposed,09年4月10日伝票No193株式会社　ミナミ,,,,
0001-20090410-257-52-1-565,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-257-52-1-565,1,2,,,,,,,,,,,,,,,,,,account sub,30,三井　名古屋,補助科目
0001-20090410-257-52-1-565,2,,,,,,,,,,152,売掛金,account,credit,1428451,ISO4217:JPY,2009-04-10,proposed,09年4月10日伝票No193株式会社　ミナミ,,,,
0001-20090410-257-52-1-565,2,,,,,,,,,,,,,,,,,,,trading partner,19,㈱ﾐﾅﾐ,customer
0001-20090410-257-52-1-565,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-257-52-1-565,3,,,,,,,,,,741,支払手数料,account,debit,700,ISO4217:JPY,2009-04-10,proposed,09年4月10日伝票No193株式会社　ミナミ,,,,
0001-20090410-257-52-1-565,3,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090410-257-52-1-565,4,,,,,,,,,,191,仮払消費税等,account,debit,35,ISO4217:JPY,2009-04-10,tax,,,,,
0001-20090410-257-52-1-565,4,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090410-257-52-1-565,5,,,,,,,,,,152,売掛金,account,credit,735,ISO4217:JPY,2009-04-10,proposed,09年4月10日伝票No193株式会社　ミナミ,,,,
0001-20090410-257-52-1-565,5,,,,,,,,,,,,,,,,,,,trading partner,19,㈱ﾐﾅﾐ,customer
0001-20090410-257-52-1-565,5,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-258-53-1-567,,,0001-20090410-258-53-1-567,entries,53-567,2008-08-19,manual,gj,General,258,,,,,,,,,,,,,
0001-20090410-258-53-1-567,1,,,,,,,,,,150,受取手形,account,debit,7862107,ISO4217:JPY,2009-04-10,proposed,09年4月10日伝票No194かめだデパート,,,,
0001-20090410-258-53-1-567,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-258-53-1-567,2,,,,,,,,,,152,売掛金,account,credit,7862107,ISO4217:JPY,2009-04-10,proposed,09年4月10日伝票No194かめだデパート,,,,
0001-20090410-258-53-1-567,2,,,,,,,,,,,,,,,,,,,trading partner,28,かめだﾃﾞﾊﾟｰﾄ,customer
0001-20090410-258-53-1-567,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090410-259-54-1-569,,,0001-20090410-259-54-1-569,entries,54-569,2008-08-19,manual,gj,General,259,,,,,,,,,,,,,
