Module,#,Table,No.,Name,Datatype,Representation,Description,Level,Key,Ref Field,Ref Table,Kind,Dictionary Entry Name,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Occurrence Min,Occurrence Max,XBRL GL Taxonomy Element
Base,11,BAS_Journal_Entry_Type,0,,,,"The information relevant to the GL journal entry type is contained in Table 24. For example, cash receipts, cash disbursements are contained.",,,,,ABIE,ADC_ Journal Entry Type. Details,ADC,Journal Entry Type,,,,,,,,,
Base,11,BAS_Journal_Entry_Type,1,JE_Type_Code,String,%60s,"The code of the journal entry type. EXAMPLE Using 004 to represent a cash receipt entry, 005 to represent a cash disbursement entry, and 006 to represent a non-cash entry.",1,PK,,,IDBIE,ADC_ Journal Entry Type. ID,ADC,Journal Entry Type,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Base,11,BAS_Journal_Entry_Type,2,JE_Type_Name,String,%60s,"The name of the journal entry type. This is usually categorized by business to satisfy an internal control need and/or to facilitate sorting and querying; for example, journal entries could be classified based on whether the transaction involves cash. In this case there may be cash receipt entry, cash disbursement entry, and non-cash entry of adjusting that is the recording of interest revenue earned and wages payable, estimation that is the recording depreciation, and bad-debt expenses, and/or correction that makes entries to counteract the effects of errors found in the general ledger.",1,,,,BBIE,ADC_ Journal Entry Type. JE Type. Name,ADC,Journal Entry Type,,JE Type,,Name,,,1,1,
Base,11,BAS_Journal_Entry_Type,3,JE_Type_Abbreviation,String,%30s,The abbreviation of the journal entry type.,2,,,,BBIE,ADC_ Journal Entry Type. Abbreviation,ADC,Journal Entry Type,,Abbreviation,,Text,,,0,1,
Base,11,BAS_Journal_Entry_Type,4,Active_Flag,Boolean,%1c,This indicates whether the JE type is active or inactive. EXAMPLE 1 is active and 0 is inactive.,2,,,,BBIE,ADC_ Journal Entry Type. Active Flag. Indicator,ADC,Journal Entry Type,,Active Flag,,Indicator,,,0,1,
Base,12,BAS_Bill_Type,0,,,,"The information of bill type, for example, bank draft, commercial draft, promissory note and check are contained, is contained in Table 26. Bills are frequently used in the business cycle of sales and purchase, as evidence of debt, payment and/or settlement instrument.",,,,,ABIE,ADC_ Bill Type. Details,ADC,Bill Type,,,,,,,,,
Base,12,BAS_Bill_Type,1,Bill_Type_Code,String,%60s,"The code of the bill type. EXAMPLE Using 004 to represent bank draft, 005 to represent promissory note, and 006 to represent check.",1,PK,,,IDBIE,ADC_ Bill Type. ID,ADC,Bill Type,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Base,12,BAS_Bill_Type,2,Bill_Type_Name,String,%60s,"The name of the bill type. EXAMPLE Bank draft, commercial draft, promissory note and check.",1,,,,BBIE,ADC_ Bill Type. Bill Type Name,ADC,Bill Type,,Bill Type Name,,Name,,,1,1,
Base,12,BAS_Bill_Type,3,Active_Flag,Boolean,%1c,This indicates whether the bill type is active or inactive. EXAMPLE 1 is active and 0 is inactive.,2,,,,BBIE,ADC_ Bill Type. Active Flag. Indicator,ADC,Bill Type,,Active Flag,,Indicator,,,0,1,
Base,13,BAS_Settlement_Method,0,,,,"The information on methods used to settle transactions is contained in Table 28. Businesses can adopt various methods to settle transactions and transfer money, especially in sales and purchase activities. Typical settlement methods include: cash settlements, issuing bills, using credit cards, bank remittances and bank collections.",,,,,ABIE,ADC_ Settlement Method. Details,ADC,Settlement Method,,,,,,,,,
Base,13,BAS_Settlement_Method,1,Settlement_Method_Code,String,%60s,"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, 001 for cash, 002 for bills, 003 for credit card, 004 for remittance, and 005 for bank collection.",1,PK,,,IDBIE,ADC_ Settlement Method. ID,ADC,Settlement Method,,Identification,,Identifier,,,1,1,gl-bus:paymentMethod
Base,13,BAS_Settlement_Method,2,Settlement_Method_Name,String,%60s,"The name of the settlement method. EXAMPLE Cash settlement, issuing bills, credit card, bank remittance and bank collection.",1,,,,BBIE,ADC_ Settlement Method. Settlement Method. Name,ADC,Settlement Method,,Settlement Method,,Name,,,1,1,gl-cor:documentTypeDescription
Base,13,BAS_Settlement_Method,3,Active_Flag,Boolean,%1c,This indicates whether the settlement method is active or inactive. EXAMPLE 1 is active and 0 is inactive.,2,,,,BBIE,ADC_ Settlement Method. Active Flag. Indicator,ADC,Settlement Method,,Active Flag,,Indicator,,,0,1,
Base,14,BAS_Currency,0,,,,The information of the currency is contained in Table 30.,,,,,ABIE,ADC_ Currency. Details,ADC,Currency,,,,,,,,,
Base,14,BAS_Currency,1,Currency_Code,String,%3c,The code of the currency (ISO 4217).,1,PK,,,IDBIE,ADC_ Currency. ID,ADC,Currency,,Identification,,Identifier,,,1,1,
Base,14,BAS_Currency,2,Currency_Name,String,%30s,The name of the currency in the accounting and/or ERP system.,1,,,,BBIE,ADC_ Currency. Currency. Name,ADC,Currency,,Currency,,Name,,,1,1,
Base,14,BAS_Currency,3,Minor_Unit,Integer,%1d,"The unit of recorded value which is a division of the respective unit of currency. Minor unit shows the decimal relationship between such unit and the currency itself (ISO 4217). Number 0 means that there is no minor unit for that currency, whereas number 1, 2, 3, etc. signify a ratio of 10:1, 100:1, 1 000:1, etc. respectively. EXAMPLE The US cent is a one hundredth part of the US dollar; the GB penny is a one hundredth part of the pound sterling. The minor unit number for both is 2.",2,,,,BBIE,ADC_ Currency. Minor Unit. Numeric,ADC,Currency,,Minor Unit,,Numeric,,,0,1,
Base,14,BAS_Currency,4,Active_Flag,Boolean,%1c,This indicates whether Currency_Code is active or inactive. EXAMPLE 1 is active and 0 is inactive.,2,,,,BBIE,ADC_ Currency. Active Flag. Indicator,ADC,Currency,,Active Flag,,Indicator,,,0,1,
Base,15,BAS_Measurement_Unit,0,,,,"The information of the measurement unit (UOM) used in the modules of general ledger, sales, purchase, inventory and PPE is contained in Table 32.",,,,,ABIE,ADC_ Measurement Unit. Details,ADC,Measurement Unit,,,,,,,,,
Base,15,BAS_Measurement_Unit,1,UOM_Code,String,%80s,The code of the measurement unit.,1,PK,,,IDBIE,ADC_ Measurement Unit. ID,ADC,Measurement Unit,,Identification,,Identifier,,,1,1,
Base,15,BAS_Measurement_Unit,2,UOM_Name,String,%80s,"The name of the measurement unit for measuring the quantity of the material, etc.",1,,,,BBIE,ADC_ Measurement Unit. UOM. Name,ADC,Measurement Unit,,UOM,,Name,,,1,1,
Base,15,BAS_Measurement_Unit,3,UOM_Abbreviation,String,%40s,"The abbreviation of the measurement unit's name. EXAMPLE Kilogram is recorded as ""kg"" and square meter is recorded as ""sq.m"".",1,,,,BBIE,ADC_ Measurement Unit. Abbreviation,ADC,Measurement Unit,,Abbreviation,,Text,,,0,1,
Base,15,BAS_Measurement_Unit,4,Active_Flag,Boolean,%1c,This indicates whether the UOM_Code is active or inactive. EXAMPLE 1 is active and 0 is inactive.,2,,,,BBIE,ADC_ Measurement Unit. Active Flag. Indicator,ADC,Measurement Unit,,Active Flag,,Indicator,,,0,1,
Base,16,BAS_Payment_Term,0,,,,"The details of the payment term, which is applied and referenced in the purchase and sales modules, are contained in Table 34. The payment term refers to the condition of a sale/purchase agreement and is related to how the customer will pay (type of credit instrument), and especially how much time is allowed for payment (credit period) and discount (cash discount and discount period).",,,,,ABIE,ADC_ Payment Term. Details,ADC,Payment Term,,,,,,,,,
Base,16,BAS_Payment_Term,1,Payment_Term_Code,String,%80s,"The code of the payment term. EXAMPLE Terms of 2/10, net 60 could be quoted. This means that customers have 60 days from the invoice date to pay the full amount. However, if payment is made within 10 days, a 2 percent cash discount can be taken.",1,PK,,,IDBIE,ADC_ Payment Term. ID,ADC,Payment Term,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Base,16,BAS_Payment_Term,2,Payment_Term_Name,String,%200s,The full name of the payment term.,1,,,,BBIE,ADC_ Payment Term. Payment Term. Name,ADC,Payment Term,,Payment Term,,Name,,,1,1,
Base,16,BAS_Payment_Term,3,Payment_Term_Line_Number,String,%10s,The number of the lines according to the Payment_Term_Code value. This number is generated either by manual input or by the system.,1,,,,BBIE,ADC_ Payment Term. Line_Number. Code,ADC,Payment Term,,Line_Number,,Code,,,0,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Base,16,BAS_Payment_Term,4,Payment_Term_Line_Description,String,%1000s,"The detailed description of the payment term's line. EXAMPLE Payment due date, discount days, and discount percentage.",1,,,,BBIE,ADC_ Payment Term. Description,ADC,Payment Term,,Description,,Text,,,0,1,gl-cor:entryComment
Base,16,BAS_Payment_Term,5,Active_Flag,Boolean,%1c,This indicates whether the payment term is active or inactive. EXAMPLE 1 is active and 0 is inactive.,2,,,,BBIE,ADC_ Payment Term. Active Flag. Indicator,ADC,Payment Term,,Active Flag,,Indicator,,,0,1,
Base,17,BAS_Project,0,,,,"The detailed information related to the project, for example, construction project, government or business-funded research project are contained, is contained in Table 36. Projects are commonly administered separately and could be subject to being audit in accordance with regulatory and/or managerial requirements. The audit of a project is a thorough examination of the management, execution, methodology, procedures, records, budgets, expenditures, and the degree of completion. It is referenced in several modules including the GL, AR, AP and Inventory.",,,,,ABIE,ADC_ Project. Details,ADC,Project,,,,,,,,,
Base,17,BAS_Project,1,Project_ID,String,%60s,The unique identifier for the project. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Project. ID,ADC,Project,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Base,17,BAS_Project,2,Project_Code,String,%80s,The code of the project.,1,,,,BBIE,ADC_ Project. Project. Code,ADC,Project,,Project,,Code,,,0,1,
Base,17,BAS_Project,3,Project_Name,String,%80s,The name of the project related to operation and administration.,1,,,,BBIE,ADC_ Project. Project. Name,ADC,Project,,Project,,Name,,,1,1,
Base,17,BAS_Project,4,Project_Beginning_Date,Date,%10c,The beginning date of the project.,2,,,,BBIE,ADC_ Project. Beginning. Date,ADC,Project,,Beginning,,Date,,,0,1,
Base,17,BAS_Project,5,Project_Ending_Date,Date,%10c,The ending date of the project.,2,,,,BBIE,ADC_ Project. Ending. Date,ADC,Project,,Ending,,Date,,,0,1,
Base,17,BAS_Project,6,Active_Flag,Boolean,%1c,This indicates whether the project is active or inactive. EXAMPLE 1 is active and 0 is inactive.,2,,,,BBIE,ADC_ Project. Active Flag. Indicator,ADC,Project,,Active Flag,,Indicator,,,0,1,
Base,17,BAS_Project,7,,,,,1,,,,ASBIE,ADC_ Project. X. ADC_ Business Segment,ADC,Project,,X,,,ADC,Business Segment,0,n,
Base,18,BAS_Bank_Account,0,,,,The details of a bank account are contained in Table 38.,,,,,ABIE,ADC_ Bank Account. Details,ADC,Bank Account,,,,,,,,,
Base,18,BAS_Bank_Account,1,Bank_Account_Number,String,%60s,"The number of the account opened in institutions, for example, bank, financial institution and settlement center. ISO 13616 is recommended if applicable.",1,PK,,,IDBIE,ADC_ Bank Account. ID,ADC,Bank Account,,Identification,,Identifier,,,1,1,"gl-cor:identifierCode with gl-cor:identifierCategory = ""bank"""
Base,18,BAS_Bank_Account,2,Bank_Account_Name,String,%128s,"The name of the account opened in institutions, for example, bank, financial institution and settlement center.",1,,,,BBIE,ADC_ Bank Account. Bank Account. Name,ADC,Bank Account,,Bank Account,,Name,,,1,1,
Base,18,BAS_Bank_Account,3,Bank_Code,String,%80s,The code of the financial institution (ISO 9362 or ISO 17442). ISO 17442 is preferred. One reason is that bank branch identifier will not change due to location movement.,1,,,,BBIE,ADC_ Bank Account. Bank Code,ADC,Bank Account,,Bank Code,,Code,,,1,1,
Base,18,BAS_Bank_Account,4,Bank_Name,String,%200s,"The full name of the institution, for example, bank, financial institution and settlement center.",1,,,,BBIE,ADC_ Bank Account. Bank Name,ADC,Bank Account,,Bank Name,,Name,,,1,1,
Base,18,BAS_Bank_Account,5,Branch_Code,String,%80s,The code of the institution's branch.,1,,,,BBIE,ADC_ Bank Account. Branch Code,ADC,Bank Account,,Branch Code,,Code,,,1,1,
Base,18,BAS_Bank_Account,6,Branch_Name,String,%200s,The full name of the institution's branch.,1,,,,BBIE,ADC_ Bank Account. Branch Name,ADC,Bank Account,,Branch Name,,Name,,,1,1,
Base,18,BAS_Bank_Account,7,Branch_Country,String,%3s,The country code where the branch is physically located (ISO 3166-1).,2,,,,BBIE,ADC_ Bank Account. Physical_ Country. Code,ADC,Bank Account,Physical,Country,,Code,,,0,1,
Base,18,BAS_Bank_Account,8,Branch_Region,String,%25s,"Sub-region within country; in the U.S., this would be a state; in Canada it would be a province.",2,,,,BBIE,ADC_ Bank Account. Branch Region,ADC,Bank Account,,Branch Region,,Text,,,0,1,
Base,18,BAS_Bank_Account,9,Active_Flag,Boolean,%1c,This indicates whether the bank account is active or inactive. EXAMPLE 1 is active and 0 is inactive.,2,,,,BBIE,ADC_ Bank Account. Active Flag. Indicator,ADC,Bank Account,,Active Flag,,Indicator,,,0,1,
Base,18,BAS_Bank_Account,10,,,,,1,,,,ASBIE,ADC_ Bank Account. X. ADC_ Business Segment,ADC,Bank Account,,X,,,ADC,Business Segment,0,n,
Base,19,BAS_Tax_Regulatory,0,,,,"The regulatory information related to taxes is contained in Table 40. For example, regulator country, region, name and role are contained.",,,,,ABIE,ADC_ Tax Regulatory. Details,ADC,Tax Regulatory,,,,,,,,,
Base,19,BAS_Tax_Regulatory,1,Regulator_Code,String,%25s,The code of the regulator or jurisdiction.,1,PK,,,IDBIE,ADC_ Tax Regulatory. ID,ADC,Tax Regulatory,,Identification,,Identifier,,,1,1,gl-cor:taxCode
Base,19,BAS_Tax_Regulatory,2,Regulator_Country,String,%3s,The country code where the regulator is located (ISO 3166-1).,1,,,,BBIE,ADC_ Tax Regulatory. Physical_ Country. Code,ADC,Tax Regulatory,Physical,Country,,Code,,,1,1,gl-bus:identifierCountry
Base,19,BAS_Tax_Regulatory,3,Regulator_Region,String,%25s,The sub-region within a country. EXAMPLE In the U.S. this would be a state and in Canada this would be a province.,1,,,,BBIE,ADC_ Tax Regulatory. Regulator Region,ADC,Tax Regulatory,,Regulator Region,,Text,,,1,1,gl-bus:identifierStateOrProvince
Base,19,BAS_Tax_Regulatory,4,Regulator_Name,String,%100s,The name of the regulator for which tax is withheld or accrued.,1,,,,BBIE,ADC_ Tax Regulatory. Regulator Name,ADC,Tax Regulatory,,Regulator Name,,Name,,,1,1,gl-cor:taxAuthority AND gl-cor:gl-cor:identifierAuthority
Base,19,BAS_Tax_Regulatory,5,Regulator_Role,String,%20s,"The role of the regulator: federal, regional or local.",1,,,,BBIE,ADC_ Tax Regulatory. Regulator Role. Code,ADC,Tax Regulatory,,Regulator Role,,Code,,,1,1,gl-bus:dmJurisdiction
Base,19,BAS_Tax_Regulatory,6,Regulator_Payable_Account_NUM,String,%100s,The GL account used to reflect amounts payable to the regulator. Shall match the GL_Account_Number in BAS_Chart_Of_Accounts table.,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Tax Regulatory. Payable _ GL Account Number. ADC_ Chart Of Accounts,ADC,Tax Regulatory,Payable ,GL Account Number,,,ADC,Chart Of Accounts,0,1,gl-cor:accountMainID
Base,19,BAS_Tax_Regulatory,7,Regulator_Accrual_Account_NUM,String,%100s,The GL account used to reflect accruals due to the regulator. Shall match the GL_Account_Number in BAS_Chart_Of_Accounts table.,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Tax Regulatory. Accrual_ GL Account Number. ADC_ Chart Of Accounts,ADC,Tax Regulatory,Accrual,GL Account Number,,,ADC,Chart Of Accounts,0,1,gl-cor:accountMainID
