d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A027-002,I,A026-A076-001,A026-A076-002,A026-A076-003,A025-A001-001,A025-A001-002,A025-A001-003,P,Q,R,S,A026-014,A026-012,A026-011,A025-009,A025-002,Y,A026-003,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-013,AM,A026-010,A026-A001-001,A026-A001-002,A026-A001-003,A026-A001-004,
0001-20090405-255-14-1-489,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,1508295,ISO4217:JPY,2009-04-05,proposed,AccountsReceivableTradeGross,09年4月5日伝票No191佐々木販売株式会社,26,佐々木販売㈱,,customer,
0001-20090405-255-14-1-489,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090405-255-14-1-489,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,741,Bank transaction fee,account,,,,debit,450,ISO4217:JPY,2009-04-05,proposed,CommissionExpense,09年4月5日伝票No191佐々木販売株式会社,,,,,
0001-20090405-255-14-1-489,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090405-255-14-1-489,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,22,ISO4217:JPY,2009-04-05,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090405-255-14-1-489,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090405-255-14-1-489,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,472,ISO4217:JPY,2009-04-05,proposed,AccountsReceivableTradeGross,09年4月5日伝票No191佐々木販売株式会社,26,佐々木販売㈱,,customer,
0001-20090405-255-14-1-489,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090405-256-15-1-491,,,,entries,15-491,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:58,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,256,standard,,,,,,,,,,,,,,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,131,Ordinary deposit,account,,,,debit,2171384,ISO4217:JPY,2009-04-05,proposed,OrdinaryDeposit,09年4月5日伝票No192岩下物産株式会社,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Mitsui Bank Nagoya,30,Sub account,,,,,,,,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,2171384,ISO4217:JPY,2009-04-05,proposed,AccountsReceivableTradeGross,09年4月5日伝票No192岩下物産株式会社,27,岩下物産㈱,,customer,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,741,Bank transaction fee,account,,,,debit,700,ISO4217:JPY,2009-04-05,proposed,CommissionExpense,09年4月5日伝票No192岩下物産株式会社,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,35,ISO4217:JPY,2009-04-05,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,735,ISO4217:JPY,2009-04-05,proposed,AccountsReceivableTradeGross,09年4月5日伝票No192岩下物産株式会社,27,岩下物産㈱,,customer,
0001-20090405-256-15-1-491,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090405-76-10-1-481,,,,entries,10-481,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:58,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,76,standard,,,,,,,,,,,,,,,,,,
0001-20090405-76-10-1-481,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,724,Welfare expense,account,,,,debit,53334,ISO4217:JPY,2009-04-05,proposed,WelfareExpense,制服代,,,,,
0001-20090405-76-10-1-481,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090405-76-10-1-481,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2666,ISO4217:JPY,2009-04-05,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090405-76-10-1-481,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090405-76-10-1-481,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,322,Credit card accounts payable,account,,,,credit,56000,ISO4217:JPY,2009-04-05,proposed,AccountsPayableOther,制服代,,,,,
0001-20090405-76-10-1-481,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-10-16-1-493,,,,entries,16-493,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:58,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,10,standard,,,,,,,,,,,,,,,,,,
0001-20090406-10-16-1-493,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,4023,ISO4217:JPY,2009-04-06,proposed,VehiclesExpense,ガソリン代,,,,,
0001-20090406-10-16-1-493,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090406-10-16-1-493,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,201,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-10-16-1-493,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090406-10-16-1-493,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,4224,ISO4217:JPY,2009-04-06,proposed,CashHand,ガソリン代,,,,,
0001-20090406-10-16-1-493,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-106-19-1-499,,,,entries,19-499,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:58,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,106,standard,,,,,,,,,,,,,,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,5372,ISO4217:JPY,2009-04-06,proposed,EntertainmentExpense,食事代　ホテルララダ2名,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,268,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,37820,ISO4217:JPY,2009-04-06,proposed,CashHand,食事代　ホテルララダ2名,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,30648,ISO4217:JPY,2009-04-06,proposed,EntertainmentExpense,飲食代　スナック北新地,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1532,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-106-19-1-499,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-110-20-1-501,,,,entries,20-501,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:58,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,110,standard,,,,,,,,,,,,,,,,,,
0001-20090406-110-20-1-501,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,726,Travel expenses,account,,,,debit,2181,ISO4217:JPY,2009-04-06,proposed,TravelingExpense,タクシー代,,,,,
0001-20090406-110-20-1-501,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-110-20-1-501,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,109,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-110-20-1-501,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-110-20-1-501,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,2290,ISO4217:JPY,2009-04-06,proposed,CashHand,タクシー代,,,,,
0001-20090406-110-20-1-501,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-123-21-1-503,,,,entries,21-503,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:58,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,123,standard,,,,,,,,,,,,,,,,,,
0001-20090406-123-21-1-503,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,727,Communication cost,account,,,,debit,38096,ISO4217:JPY,2009-04-06,proposed,CommunicationCost,切手代,,,,,
0001-20090406-123-21-1-503,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-123-21-1-503,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1904,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-123-21-1-503,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-123-21-1-503,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,40000,ISO4217:JPY,2009-04-06,proposed,CashHand,切手代,,,,,
0001-20090406-123-21-1-503,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-124-22-1-505,,,,entries,22-505,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:59,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,124,standard,,,,,,,,,,,,,,,,,,
0001-20090406-124-22-1-505,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,738,Tax and public dues,account,,,,debit,6000,ISO4217:JPY,2009-04-06,proposed,TaxesOtherThanIncomeTaxes,収入印紙,,,,,
0001-20090406-124-22-1-505,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090406-124-22-1-505,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,6000,ISO4217:JPY,2009-04-06,proposed,CashHand,収入印紙,,,,,
0001-20090406-124-22-1-505,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-147-23-1-507,,,,entries,23-507,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:59,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,147,standard,,,,,,,,,,,,,,,,,,
0001-20090406-147-23-1-507,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,740,Vehicle costs,account,,,,debit,4882,ISO4217:JPY,2009-04-06,proposed,VehiclesExpense,ガソリン代,,,,,
0001-20090406-147-23-1-507,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090406-147-23-1-507,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,244,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-147-23-1-507,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090406-147-23-1-507,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,322,Credit card accounts payable,account,,,,credit,5126,ISO4217:JPY,2009-04-06,proposed,AccountsPayableOther,ガソリン代,,,,,
0001-20090406-147-23-1-507,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-156-24-1-509,,,,entries,24-509,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:59,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,156,standard,,,,,,,,,,,,,,,,,,
0001-20090406-156-24-1-509,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,726,Travel expenses,account,,,,debit,7143,ISO4217:JPY,2009-04-06,proposed,TravelingExpense,出張旅費,,,,,
0001-20090406-156-24-1-509,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090406-156-24-1-509,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,357,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-156-24-1-509,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090406-156-24-1-509,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,7500,ISO4217:JPY,2009-04-06,proposed,CashHand,出張旅費,,,,,
0001-20090406-156-24-1-509,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-236-25-1-511,,,,entries,25-511,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:59,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,236,standard,,,,,,,,,,,,,,,,,,
0001-20090406-236-25-1-511,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,25239,ISO4217:JPY,2009-04-06,proposed,EntertainmentExpense,ゴルフプレー代2名,,,,,
0001-20090406-236-25-1-511,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090406-236-25-1-511,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1261,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-236-25-1-511,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090406-236-25-1-511,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,26500,ISO4217:JPY,2009-04-06,proposed,CashHand,ゴルフプレー代2名,,,,,
0001-20090406-236-25-1-511,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-305-26-1-513,,,,entries,26-513,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:59,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,305,standard,,,,,,,,,,,,,,,,,,
0001-20090406-305-26-1-513,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,131,Ordinary deposit,account,,,,debit,1000000,ISO4217:JPY,2009-04-06,proposed,OrdinaryDeposit,資金移動,,,,,
0001-20090406-305-26-1-513,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-305-26-1-513,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Mitsubishi Tokyo Bank Umeda,40,Sub account,,,,,,,,,,,,
0001-20090406-305-26-1-513,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,131,Ordinary deposit,account,,,,credit,1000000,ISO4217:JPY,2009-04-06,proposed,OrdinaryDeposit,資金移動,,,,,
0001-20090406-305-26-1-513,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-305-26-1-513,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Mizuho Bank Head Office,20,Sub account,,,,,,,,,,,,
0001-20090406-42-17-1-495,,,,entries,17-495,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:58,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,42,standard,,,,,,,,,,,,,,,,,,
0001-20090406-42-17-1-495,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,4429,ISO4217:JPY,2009-04-06,proposed,EntertainmentExpense,昼食代　フロンティホテル,,,,,
0001-20090406-42-17-1-495,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090406-42-17-1-495,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,221,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-42-17-1-495,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090406-42-17-1-495,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,4650,ISO4217:JPY,2009-04-06,proposed,CashHand,昼食代　フロンティホテル,,,,,
0001-20090406-42-17-1-495,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090406-84-18-1-497,,,,entries,18-497,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:58,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,84,standard,,,,,,,,,,,,,,,,,,
0001-20090406-84-18-1-497,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,727,Communication cost,account,,,,debit,66667,ISO4217:JPY,2009-04-06,proposed,CommunicationCost,切手代,,,,,
0001-20090406-84-18-1-497,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20090406-84-18-1-497,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,3333,ISO4217:JPY,2009-04-06,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090406-84-18-1-497,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya,30,Department,,,,,,,,,,,,
0001-20090406-84-18-1-497,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,70000,ISO4217:JPY,2009-04-06,proposed,CashHand,切手代,,,,,
0001-20090406-84-18-1-497,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090407-102-35-1-531,,,,entries,35-531,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:59,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,102,standard,,,,,,,,,,,,,,,,,,
0001-20090407-102-35-1-531,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,733,Entertainment expenses,account,,,,debit,1000,ISO4217:JPY,2009-04-07,proposed,EntertainmentExpense,手土産代　阿部商店,,,,,
0001-20090407-102-35-1-531,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090407-102-35-1-531,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,50,ISO4217:JPY,2009-04-07,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090407-102-35-1-531,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090407-102-35-1-531,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,111,Cash,account,,,,credit,1050,ISO4217:JPY,2009-04-07,proposed,CashHand,手土産代　阿部商店,,,,,
0001-20090407-102-35-1-531,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090407-20-27-1-515,,,,entries,27-515,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:37:59,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,20,standard,,,,,,,,,,,,,,,,,,
0001-20090407-20-27-1-515,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,726,Travel expenses,account,,,,debit,37143,ISO4217:JPY,2009-04-07,proposed,TravelingExpense,旅費,,,,,
0001-20090407-20-27-1-515,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090407-20-27-1-515,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1857,ISO4217:JPY,2009-04-07,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
