d_A025,d_A026,d_A001,A026-A076-001,A026-A076-002,A026-014,A026-012,A026-011,A025-009,A026-A009-001,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-010,A026-A001-001,A026-A001-002,A026-A001-003
0001-20090407-22-29-1-519,1,,,,,,,,726,Travel expenses,account,,,,debit,47620,ISO4217:JPY,2009-04-07,旅費,,,
0001-20090407-22-29-1-519,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-22-29-1-519,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2380,ISO4217:JPY,2009-04-07,,,,
0001-20090407-22-29-1-519,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-22-29-1-519,3,,,,,,,,111,Cash,account,,,,credit,50000,ISO4217:JPY,2009-04-07,旅費,,,
0001-20090407-22-29-1-519,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-43-30-1-521,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090407-43-30-1-521,1,,,,,,,,733,Entertainment expenses,account,,,,debit,6315,ISO4217:JPY,2009-04-07,手土産代　阿部商事,,,
0001-20090407-43-30-1-521,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-43-30-1-521,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,315,ISO4217:JPY,2009-04-07,,,,
0001-20090407-43-30-1-521,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-43-30-1-521,3,,,,,,,,111,Cash,account,,,,credit,6630,ISO4217:JPY,2009-04-07,手土産代　阿部商事,,,
0001-20090407-43-30-1-521,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-56-31-1-523,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090407-56-31-1-523,1,,,,,,,,726,Travel expenses,account,,,,debit,20477,ISO4217:JPY,2009-04-07,旅費,,,
0001-20090407-56-31-1-523,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-56-31-1-523,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1023,ISO4217:JPY,2009-04-07,,,,
0001-20090407-56-31-1-523,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-56-31-1-523,3,,,,,,,,111,Cash,account,,,,credit,21500,ISO4217:JPY,2009-04-07,旅費,,,
0001-20090407-56-31-1-523,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-57-32-1-525,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090407-57-32-1-525,1,,,,,,,,726,Travel expenses,account,,,,debit,93143,ISO4217:JPY,2009-04-07,JR代,,,
0001-20090407-57-32-1-525,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-57-32-1-525,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,4657,ISO4217:JPY,2009-04-07,,,,
0001-20090407-57-32-1-525,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-57-32-1-525,3,,,,,,,,111,Cash,account,,,,credit,97800,ISO4217:JPY,2009-04-07,JR代,,,
0001-20090407-57-32-1-525,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-58-33-1-527,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090407-58-33-1-527,1,,,,,,,,726,Travel expenses,account,,,,debit,66667,ISO4217:JPY,2009-04-07,旅費,,,
0001-20090407-58-33-1-527,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-58-33-1-527,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,3333,ISO4217:JPY,2009-04-07,,,,
0001-20090407-58-33-1-527,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-58-33-1-527,3,,,,,,,,111,Cash,account,,,,credit,70000,ISO4217:JPY,2009-04-07,旅費,,,
0001-20090407-58-33-1-527,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-69-34-1-529,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090407-69-34-1-529,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,1332,ISO4217:JPY,2009-04-07,お茶代,,,
0001-20090407-69-34-1-529,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-69-34-1-529,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,66,ISO4217:JPY,2009-04-07,,,,
0001-20090407-69-34-1-529,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-69-34-1-529,3,,,,,,,,111,Cash,account,,,,credit,4378,ISO4217:JPY,2009-04-07,お茶代,,,
0001-20090407-69-34-1-529,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-69-34-1-529,4,,,,,,,,791,Miscellaneous expenses,account,,,,debit,2839,ISO4217:JPY,2009-04-07,コーヒー代,,,
0001-20090407-69-34-1-529,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090407-69-34-1-529,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,141,ISO4217:JPY,2009-04-07,,,,
0001-20090407-69-34-1-529,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090408-143-37-1-535,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090408-143-37-1-535,1,,,,,,,,740,Vehicle costs,account,,,,debit,6796,ISO4217:JPY,2009-04-08,ガソリン代,,,
0001-20090408-143-37-1-535,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090408-143-37-1-535,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,339,ISO4217:JPY,2009-04-08,,,,
0001-20090408-143-37-1-535,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090408-143-37-1-535,3,,,,,,,,111,Cash,account,,,,credit,7135,ISO4217:JPY,2009-04-08,ガソリン代,,,
0001-20090408-143-37-1-535,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090408-50-36-1-533,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090408-50-36-1-533,1,,,,,,,,740,Vehicle costs,account,,,,debit,1143,ISO4217:JPY,2009-04-08,高速代,,,
0001-20090408-50-36-1-533,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090408-50-36-1-533,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,57,ISO4217:JPY,2009-04-08,,,,
0001-20090408-50-36-1-533,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090408-50-36-1-533,3,,,,,,,,111,Cash,account,,,,credit,1200,ISO4217:JPY,2009-04-08,高速代,,,
0001-20090408-50-36-1-533,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-112-40-1-541,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-112-40-1-541,1,,,,,,,,727,Communication cost,account,,,,debit,235063,ISO4217:JPY,2009-04-10,電話代,,,
0001-20090410-112-40-1-541,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-112-40-1-541,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,11753,ISO4217:JPY,2009-04-10,,,,
0001-20090410-112-40-1-541,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-112-40-1-541,3,,,,,,,,131,Ordinary deposit,account,,,,credit,246816,ISO4217:JPY,2009-04-10,電話代,,,
0001-20090410-112-40-1-541,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-112-40-1-541,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-129-41-1-543,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-129-41-1-543,1,,,,,,,,747,Land rent,account,,,,debit,380000,ISO4217:JPY,2009-04-10,家賃支払い,,,
0001-20090410-129-41-1-543,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-129-41-1-543,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,19000,ISO4217:JPY,2009-04-10,,,,
0001-20090410-129-41-1-543,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-129-41-1-543,3,,,,,,,,131,Ordinary deposit,account,,,,credit,399000,ISO4217:JPY,2009-04-10,家賃支払い,,,
0001-20090410-129-41-1-543,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-129-41-1-543,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-149-42-1-545,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-149-42-1-545,1,,,,,,,,733,Entertainment expenses,account,,,,debit,5486,ISO4217:JPY,2009-04-10,食事代　うどん亭4名,,,
0001-20090410-149-42-1-545,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-149-42-1-545,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,274,ISO4217:JPY,2009-04-10,,,,
0001-20090410-149-42-1-545,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-149-42-1-545,3,,,,,,,,111,Cash,account,,,,credit,5760,ISO4217:JPY,2009-04-10,食事代　うどん亭4名,,,
0001-20090410-149-42-1-545,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-157-43-1-547,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-157-43-1-547,1,,,,,,,,726,Travel expenses,account,,,,debit,21143,ISO4217:JPY,2009-04-10,航空券代,,,
0001-20090410-157-43-1-547,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-157-43-1-547,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1057,ISO4217:JPY,2009-04-10,,,,
0001-20090410-157-43-1-547,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-157-43-1-547,3,,,,,,,,131,Ordinary deposit,account,,,,credit,22200,ISO4217:JPY,2009-04-10,航空券代,,,
0001-20090410-157-43-1-547,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-157-43-1-547,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-162-44-1-549,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-162-44-1-549,1,,,,,,,,734,Conference fee,account,,,,debit,23805,ISO4217:JPY,2009-04-10,会議　食事代,,,
0001-20090410-162-44-1-549,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-162-44-1-549,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1190,ISO4217:JPY,2009-04-10,,,,
0001-20090410-162-44-1-549,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-162-44-1-549,3,,,,,,,,111,Cash,account,,,,credit,24995,ISO4217:JPY,2009-04-10,会議　食事代,,,
0001-20090410-162-44-1-549,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-167-45-1-551,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-167-45-1-551,1,,,,,,,,747,Land rent,account,,,,debit,600000,ISO4217:JPY,2009-04-10,家賃支払い,,,
0001-20090410-167-45-1-551,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-167-45-1-551,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,30000,ISO4217:JPY,2009-04-10,,,,
0001-20090410-167-45-1-551,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-167-45-1-551,3,,,,,,,,131,Ordinary deposit,account,,,,credit,630000,ISO4217:JPY,2009-04-10,家賃支払い,,,
0001-20090410-167-45-1-551,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-167-45-1-551,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-167-45-1-551,4,,,,,,,,727,Communication cost,account,,,,debit,158107,ISO4217:JPY,2009-04-10,電話代,,,
0001-20090410-167-45-1-551,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-167-45-1-551,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,7905,ISO4217:JPY,2009-04-10,,,,
0001-20090410-167-45-1-551,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-167-45-1-551,6,,,,,,,,131,Ordinary deposit,account,,,,credit,166012,ISO4217:JPY,2009-04-10,電話代,,,
0001-20090410-167-45-1-551,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-167-45-1-551,6,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-168-46-1-553,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-168-46-1-553,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,6000,ISO4217:JPY,2009-04-10,有線,,,
0001-20090410-168-46-1-553,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-168-46-1-553,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,300,ISO4217:JPY,2009-04-10,,,,
0001-20090410-168-46-1-553,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-168-46-1-553,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,51300,ISO4217:JPY,2009-04-10,有線,,,
0001-20090410-168-46-1-553,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-168-46-1-553,4,,,,,,,,791,Miscellaneous expenses,account,,,,debit,42858,ISO4217:JPY,2009-04-10,警備料,,,
0001-20090410-168-46-1-553,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-168-46-1-553,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,2142,ISO4217:JPY,2009-04-10,,,,
0001-20090410-168-46-1-553,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-231-47-1-555,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-231-47-1-555,1,,,,,,,,326,Deposit,account,,,,debit,224870,ISO4217:JPY,2009-04-10,Withholding tax支払,,,
0001-20090410-231-47-1-555,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-231-47-1-555,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-231-47-1-555,2,,,,,,,,131,Ordinary deposit,account,,,,credit,692570,ISO4217:JPY,2009-04-10,Withholding tax支払,,,
0001-20090410-231-47-1-555,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-231-47-1-555,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-231-47-1-555,3,,,,,,,,326,Deposit,account,,,,debit,467700,ISO4217:JPY,2009-04-10,住民税支払,,,
0001-20090410-231-47-1-555,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-231-47-1-555,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-232-48-1-557,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-232-48-1-557,1,,,,,,,,747,Land rent,account,,,,debit,1200000,ISO4217:JPY,2009-04-10,家賃支払,,,
0001-20090410-232-48-1-557,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-232-48-1-557,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,60000,ISO4217:JPY,2009-04-10,,,,
0001-20090410-232-48-1-557,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-232-48-1-557,3,,,,,,,,131,Ordinary deposit,account,,,,credit,1260000,ISO4217:JPY,2009-04-10,家賃支払,,,
0001-20090410-232-48-1-557,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-232-48-1-557,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-233-49-1-559,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-233-49-1-559,1,,,,,,,,747,Land rent,account,,,,debit,800000,ISO4217:JPY,2009-04-10,家賃支払,,,
0001-20090410-233-49-1-559,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-233-49-1-559,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,40000,ISO4217:JPY,2009-04-10,,,,
0001-20090410-233-49-1-559,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-233-49-1-559,3,,,,,,,,131,Ordinary deposit,account,,,,credit,840000,ISO4217:JPY,2009-04-10,家賃支払,,,
0001-20090410-233-49-1-559,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-233-49-1-559,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-234-50-1-561,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-234-50-1-561,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,5000,ISO4217:JPY,2009-04-10,有線,,,
0001-20090410-234-50-1-561,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-234-50-1-561,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,250,ISO4217:JPY,2009-04-10,,,,
0001-20090410-234-50-1-561,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-234-50-1-561,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,41250,ISO4217:JPY,2009-04-10,有線,,,
0001-20090410-234-50-1-561,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-234-50-1-561,4,,,,,,,,791,Miscellaneous expenses,account,,,,debit,34286,ISO4217:JPY,2009-04-10,警備料,,,
0001-20090410-234-50-1-561,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-234-50-1-561,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1714,ISO4217:JPY,2009-04-10,,,,
0001-20090410-234-50-1-561,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-248-51-1-563,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-248-51-1-563,1,,,,,,,,726,Travel expenses,account,,,,debit,9953,ISO4217:JPY,2009-04-10,旅費,,,
0001-20090410-248-51-1-563,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-248-51-1-563,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,497,ISO4217:JPY,2009-04-10,,,,
0001-20090410-248-51-1-563,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-248-51-1-563,3,,,,,,,,111,Cash,account,,,,credit,10450,ISO4217:JPY,2009-04-10,旅費,,,
0001-20090410-248-51-1-563,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-257-52-1-565,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-257-52-1-565,1,,,,,,,,131,Ordinary deposit,account,,,,debit,1428451,ISO4217:JPY,2009-04-10,09年4月10日伝票No193株式会社　ミナミ,,,
0001-20090410-257-52-1-565,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-257-52-1-565,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-257-52-1-565,2,,,,,,,,152,Accounts receivable,account,,,,credit,1428451,ISO4217:JPY,2009-04-10,09年4月10日伝票No193株式会社　ミナミ,,,
0001-20090410-257-52-1-565,2,,,,,,,,,,,,,,,,,,,19,㈱ﾐﾅﾐ,trading partner
0001-20090410-257-52-1-565,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-257-52-1-565,3,,,,,,,,741,Bank transaction fee,account,,,,debit,700,ISO4217:JPY,2009-04-10,09年4月10日伝票No193株式会社　ミナミ,,,
0001-20090410-257-52-1-565,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-257-52-1-565,4,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,35,ISO4217:JPY,2009-04-10,,,,
0001-20090410-257-52-1-565,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-257-52-1-565,5,,,,,,,,152,Accounts receivable,account,,,,credit,735,ISO4217:JPY,2009-04-10,09年4月10日伝票No193株式会社　ミナミ,,,
0001-20090410-257-52-1-565,5,,,,,,,,,,,,,,,,,,,19,㈱ﾐﾅﾐ,trading partner
0001-20090410-257-52-1-565,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-258-53-1-567,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-258-53-1-567,1,,,,,,,,150,Bills recivable,account,,,,debit,7862107,ISO4217:JPY,2009-04-10,09年4月10日伝票No194かめだデパート,,,
0001-20090410-258-53-1-567,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-258-53-1-567,2,,,,,,,,152,Accounts receivable,account,,,,credit,7862107,ISO4217:JPY,2009-04-10,09年4月10日伝票No194かめだデパート,,,
0001-20090410-258-53-1-567,2,,,,,,,,,,,,,,,,,,,28,かめだﾃﾞﾊﾟｰﾄ,trading partner
0001-20090410-258-53-1-567,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-259-54-1-569,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-259-54-1-569,1,,,,,,,,312,Accounts payable,account,,,,debit,1961954,ISO4217:JPY,2009-04-10,09年4月10日伝票No472株式会社　チェック,,,
0001-20090410-259-54-1-569,1,,,,,,,,,,,,,,,,,,,3,㈱ﾁｪｯｸ,trading partner
0001-20090410-259-54-1-569,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-259-54-1-569,2,,,,,,,,152,Accounts receivable,account,,,,credit,1961954,ISO4217:JPY,2009-04-10,09年4月10日伝票No472株式会社　チェック,,,
0001-20090410-259-54-1-569,2,,,,,,,,,,,,,,,,,,,3,㈱ﾁｪｯｸ,trading partner
0001-20090410-259-54-1-569,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-260-55-1-571,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-260-55-1-571,1,,,,,,,,131,Ordinary deposit,account,,,,debit,18417920,ISO4217:JPY,2009-04-10,09年4月10日伝票No494株式会社　藤田東京本社,,,
0001-20090410-260-55-1-571,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-260-55-1-571,1,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-260-55-1-571,2,,,,,,,,152,Accounts receivable,account,,,,credit,18417920,ISO4217:JPY,2009-04-10,09年4月10日伝票No494株式会社　藤田東京本社,,,
0001-20090410-260-55-1-571,2,,,,,,,,,,,,,,,,,,,14,㈱藤田,trading partner
0001-20090410-260-55-1-571,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-260-55-1-571,3,,,,,,,,741,Bank transaction fee,account,,,,debit,800,ISO4217:JPY,2009-04-10,09年4月10日伝票No494株式会社　藤田東京本社,,,
0001-20090410-260-55-1-571,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-260-55-1-571,4,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,40,ISO4217:JPY,2009-04-10,,,,
0001-20090410-260-55-1-571,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-260-55-1-571,5,,,,,,,,152,Accounts receivable,account,,,,credit,840,ISO4217:JPY,2009-04-10,09年4月10日伝票No494株式会社　藤田東京本社,,,
0001-20090410-260-55-1-571,5,,,,,,,,,,,,,,,,,,,14,㈱藤田,trading partner
0001-20090410-260-55-1-571,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-261-56-1-573,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-261-56-1-573,1,,,,,,,,312,Accounts payable,account,,,,debit,7368349,ISO4217:JPY,2009-04-10,09年4月10日伝票No271株式会社　チェック,,,
0001-20090410-261-56-1-573,1,,,,,,,,,,,,,,,,,,,3,㈱ﾁｪｯｸ,trading partner
0001-20090410-261-56-1-573,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-261-56-1-573,2,,,,,,,,301,Bills payable,account,,,,credit,7368349,ISO4217:JPY,2009-04-10,09年4月10日伝票No271株式会社　チェック,,,
0001-20090410-261-56-1-573,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-262-57-1-575,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-262-57-1-575,1,,,,,,,,312,Accounts payable,account,,,,debit,402696,ISO4217:JPY,2009-04-10,09年4月10日伝票No273株式会社　山下,,,
0001-20090410-262-57-1-575,1,,,,,,,,,,,,,,,,,,,8,㈱山下,trading partner
0001-20090410-262-57-1-575,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-262-57-1-575,2,,,,,,,,131,Ordinary deposit,account,,,,credit,402696,ISO4217:JPY,2009-04-10,09年4月10日伝票No273株式会社　山下,,,
0001-20090410-262-57-1-575,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-262-57-1-575,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-298-58-1-577,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-298-58-1-577,1,,,,,,,,301,Bills payable,account,,,,debit,7322934,ISO4217:JPY,2009-04-10,手形期日落日　チェック,,,
0001-20090410-298-58-1-577,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-298-58-1-577,2,,,,,,,,121,Checking account,account,,,,credit,7322934,ISO4217:JPY,2009-04-10,手形期日落日　チェック,,,
0001-20090410-298-58-1-577,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-298-58-1-577,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-33-38-1-537,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-33-38-1-537,1,,,,,,,,747,Land rent,account,,,,debit,304762,ISO4217:JPY,2009-04-10,家賃支払い,,,
0001-20090410-33-38-1-537,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-33-38-1-537,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,15238,ISO4217:JPY,2009-04-10,,,,
0001-20090410-33-38-1-537,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-33-38-1-537,3,,,,,,,,131,Ordinary deposit,account,,,,credit,320000,ISO4217:JPY,2009-04-10,家賃支払い,,,
0001-20090410-33-38-1-537,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-33-38-1-537,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-33-38-1-537,4,,,,,,,,727,Communication cost,account,,,,debit,156315,ISO4217:JPY,2009-04-10,電話代,,,
0001-20090410-33-38-1-537,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-33-38-1-537,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,7815,ISO4217:JPY,2009-04-10,,,,
0001-20090410-33-38-1-537,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-33-38-1-537,6,,,,,,,,131,Ordinary deposit,account,,,,credit,164130,ISO4217:JPY,2009-04-10,電話代,,,
0001-20090410-33-38-1-537,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-33-38-1-537,6,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-85-39-1-539,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090410-85-39-1-539,1,,,,,,,,727,Communication cost,account,,,,debit,123037,ISO4217:JPY,2009-04-10,電話代,,,
0001-20090410-85-39-1-539,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-85-39-1-539,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,6151,ISO4217:JPY,2009-04-10,,,,
0001-20090410-85-39-1-539,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-85-39-1-539,3,,,,,,,,131,Ordinary deposit,account,,,,credit,129188,ISO4217:JPY,2009-04-10,電話代,,,
0001-20090410-85-39-1-539,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090410-85-39-1-539,3,2,,,,,,,,,,,,,,,,,,,,account sub
